activity_matched_words,name,activities,latest_income,region,district,website,dk_priority,cause_ids,causes
analysi,International Debate Education Association-Uk,"Our mission is to promote the social inclusion of marginalised young people by developing life skills such as critical thinking, analysis, public speaking and teamwork through debate.",206811.0,London,City of London,http://uk.idebate.org,0,[102],['Education/training']
comput,Providence Row,"We Provide: A Resource Centre For People Who Are Rough Sleeping, With Breakfast, Showers And Computer Access; Advice And Support For Homeless People Or Those At Risk Of Homelessness; Recovery And Progression Services For People With Mental Health And Substance Misuse Issues; Drug And Alcohol Outreach And Referral; And Trainee Schemes To Help People Move Into Regular Learning, Volunteering Or Work.",1825855.0,London,Tower Hamlets,www.providencerow.org.uk,1,"[105, 103, 102, 113]","['The prevention or relief of poverty', 'The advancement of health or saving of lives', 'Education/training', 'Economic/community development/employment']"
messag,Mtv Staying Alive Uk,"The charity works to alleviate HIV amongst young people. To do this, we give out grants, training, mentoring and technical support to youth-led, grass-roots initiatives, so that they can go into their communities and prevent HIV amongst their peers. In addition we produce original media content that delivers vital HIV and sexual and reproductive health messaging to a global audience.",599862.0,London,Camden,www.mtvstayingalive.org,0,"[102, 103]","['Education/training', 'The advancement of health or saving of lives']"
social enterpris,Arts At The Old Fire Station,"Arts at the Old Fire Station is a charity and social enterprise in the heart of Oxford, offering a range of performances and exhibitions for everyone, support for emerging artists and enterprising ways to sustain and develop art. 
We have a Shop selling original artwork, a Gallery, a Theatre offering music and drama, a Studio for dance, and Workshops for artists to make work.",687352.0,South East,Oxford,www.oldfirestation.org.uk,0,"[102, 109]","['Education/training', 'Arts/culture/heritage/science']"
technolog,Maendeleo Trust,"One beneficiary has recently graduated from the University of Huddersfield with 2.1 in BSc Information Technology and has returned to set up his own business in Tanzania.
The charity is currently supporting a third year university student in Tanzania, two students (one male, one female HIV orphan) at secondary school and two students (one male, one female) at primary school in Tanzania.",116405.0,Yorkshire and The Humber,Bradford,,1,"[105, 102, 103]","['The prevention or relief of poverty', 'Education/training', 'The advancement of health or saving of lives']"
electron,Planning Officers Society,"The Society provides a programme of policy and project work, events and education, publication and dissemination of good practice and electronic update bulletins.",105622.0,South East,Aylesbury Vale,www.planningofficers.org.uk,0,"[113, 112, 102]","['Economic/community development/employment', 'Environment/conservation/heritage', 'Education/training']"
social enterpris,Just The Job Environmental Enterprises Limited,"JTJEE Ltd is a not-for-private-profit Social Enterprise and charity, which aims to provide employment, education, work based training and social opportunities for vulnerable and/or disadvantaged people. Our main work activities are garden and grounds maintenance, and processing waste timber to sell as logs for home heating. Please see our website for further information www.just-the-job.org.uk",153929.0,Yorkshire and The Humber,Richmondshire,www.just-the-job.org.uk,1,"[113, 104, 102, 112]","['Economic/community development/employment', 'Disability', 'Education/training', 'Environment/conservation/heritage']"
messag,Migrant Voice,"Migrant Voice works to increase the skills, capacity and confidence of members of migrant communities (including refugees and asylum seekers) with the aim to engage migrants in developing and conveying key messages about their realities in order to promote a more balanced media coverage and public debate on migration and to encourage integration of migrant communities with the wider public.",216386.0,London,Islington,www.migrantvoice.org,0,"[102, 113]","['Education/training', 'Economic/community development/employment']"
devic,Lifebox Foundation,Lifebox Foundation is working to implement sustainable changes of practice that will ultimately raise the safety and quality standards of global healthcare. Starting with pulse oximetry we intend to meet the global need for essential devices and equipment to make healthcare safer for patients all over the world.,828869.0,London,Westminster,www.lifebox.org,0,[103],['The advancement of health or saving of lives']
databas,British Society Of Urogynaecology,Organisation of courses and training classes on the advancement of urogynaecology. Development of BSUG Audit Database as a surgical registry.,111693.0,London,Westminster,www.bsug.org.uk,0,"[102, 103]","['Education/training', 'The advancement of health or saving of lives']"
internet,Rural Community Services (West Cheshire),"Improving the well-being of older people who are in need of social inclusion because they are housebound or socially isolated, through 1) OPAL Clubs operating in Frodsham, Helsby, Kelsall, Malpas, Tarporley and Tattenhall; 2) Providing Community Learning courses; 3) Providing breaks for elderly carers of older people in rural areas; 4) Helping older people use the internet.",152592.0,West Midlands,Shropshire,www.opalservices.org.uk,0,[103],['The advancement of health or saving of lives']
directori,The Autism Directory,"Online directory website signposting autism families, individuals and professionals to find they help they need. Also includes autism awareness training to level one so businesses, organisations and individuals can understand autism and what they can do to help.",168803.0,,Vale of Glamorgan,www.theautismdirectory.com,1,"[102, 104, 103]","['Education/training', 'Disability', 'The advancement of health or saving of lives']"
digit,Rift Valley Research Limited,"The activities of the Rift Valley Institute comprise field-based, action-oriented social research projects, support for indigenous educational institutions, in-country training courses, consultative processes, legal support programmes and an online digital library. They are designed to inform aid interventions, support local research capacity, record indigenous culture and promote human rights.",1691380.0,London,Islington,www.riftvalley.net,1,"[109, 115, 112, 102]","['Arts/culture/heritage/science', 'Human rights/religious or racial harmony/equality or diversity', 'Environment/conservation/heritage', 'Education/training']"
satellit,Rubicon Cares,"We offer free  specialist trauma counselling to victims of serious crime in Kent and Medway.  Our main office is in Maidstone.  We have satellite offices in Medway, Swale, Gravesend, Ashford, Folkestone and Thanet
We run a Helpline for victims of crime who are unable to access our offices.  Professionals may also use this Helpline if they wish.",174963.0,South East,Maidstone,www.rubiconcares.org,0,[117],['Other charitable purposes']
instal,Africa Water Enterprises,"Local entrepreneurs trained and supported by us to provide safe reliable water in rural Africa. 
We use our own drilling rig and local staff to install reliable hand-pumps, or multi-taps schemes. 
 We train local people to run the water supply for the village, charging affordable, pre-agreed amounts and banking the surplus to cover all repairs and running costs. Its practical not idealistic.",212736.0,West Midlands,Staffordshire Moorlands,www.africawaterenterprises.com,1,"[105, 106, 113]","['The prevention or relief of poverty', 'Overseas aid/famine relief', 'Economic/community development/employment']"
platform,Sky Badger,"Sky Badger finds help and adventure for disabled children, disabled young people and their families in the UK. We do this by building bridges between disabled children and the charities and services available to help. We find everything from disabled sports clubs to to make a wish charities and tell families about them though our website and social media platforms.",432880.0,East of England,Central Bedfordshire,www.skybadger.co.uk,1,[104],['Disability']
social media,Sky Badger,"Sky Badger finds help and adventure for disabled children, disabled young people and their families in the UK. We do this by building bridges between disabled children and the charities and services available to help. We find everything from disabled sports clubs to to make a wish charities and tell families about them though our website and social media platforms.",432880.0,East of England,Central Bedfordshire,www.skybadger.co.uk,1,[104],['Disability']
measur,Rwcmd Students' Union,"Advancement of education of Students at RWCMD, representing, supporting and advising being the recognised representative channel and providing social, cultural, sporting and recreational activities and personal development 
foster and encourage freedom of speech and take measures to encourage and build a student
community which celebrates the diversity of members",218349.0,,Cardiff,royalwelsh.su,0,[102],['Education/training']
data,Zest Theatre,"Zest is a national touring theatre company creating eye-opening new work for young people.We are passionate about the development of young audiences, particularly those in their mid to late teens. This is a key demographic for the arts sector. With each tour we gather data to find out more about our audience and the best ways to create long term arts engagement with young people.",175053.0,East Midlands,Lincoln,http://www.zesttheatre.com,0,[109],['Arts/culture/heritage/science']
dynam,Stratford Arts Trust,"Stratford  Arts Trust runs the dynamic Stratford Circus Arts Centre.  Driven by artistic excellence and the diverse communities of east London, our mission is to inspire and develop talent in collaboration with seasoned artists.  We curate visionary, artistic and educative programmes of dance, theatre, music, comedy, literature and circus, alongside our Circlets childrens theatre programme.",1309529.0,London,Newham,www.stratford-circus.com,1,"[104, 102, 109, 112, 113, 116]","['Disability', 'Education/training', 'Arts/culture/heritage/science', 'Environment/conservation/heritage', 'Economic/community development/employment', 'Recreation']"
social enterpris,Cultivate London Ltd,"Cultivate London provides youth training in a practical horticulture setting; we run a social enterprise, whereby all income generated by horticultural activities and landscaping services is directed back towards running the enterprise. This then allows us to continue to provide work and training for the young people with whom we work.",340668.0,London,Ealing,www.cultivatelondon.org,0,"[113, 112, 102]","['Economic/community development/employment', 'Environment/conservation/heritage', 'Education/training']"
analysi,Campaign For Science And Engineering,"Our mission is to raise the political profile of science and engineering. We passionately believe in the importance of scientific and technological education and development, and the vital need for the funding of this research by Government and industry. The strength of our policy advocacy is due to our political networks, independent analysis, broad membership, and responsiveness.",284056.0,London,Camden,www.sciencecampaign.org.uk,0,"[117, 113, 109, 102]","['Other charitable purposes', 'Economic/community development/employment', 'Arts/culture/heritage/science', 'Education/training']"
electron,The Cybersmile Foundation,"The Protection Of Children And Young People From The Effects Of Cyber-Bullying, Exploitation And/Or Exposure To Inappropriate Conduct Through The Internet, Social Network Sites And Other Electronic Communication.
The Advancement Of Education Of The General Public In The Issues Surrounding The Dangers Of Social Network Sites, Cyber-Bullying And Other Forms Of Exploitation",470572.0,South East,Brighton and Hove,www.cybersmile.org,0,[102],['Education/training']
internet,The Cybersmile Foundation,"The Protection Of Children And Young People From The Effects Of Cyber-Bullying, Exploitation And/Or Exposure To Inappropriate Conduct Through The Internet, Social Network Sites And Other Electronic Communication.
The Advancement Of Education Of The General Public In The Issues Surrounding The Dangers Of Social Network Sites, Cyber-Bullying And Other Forms Of Exploitation",470572.0,South East,Brighton and Hove,www.cybersmile.org,0,[102],['Education/training']
instal,Titchfield Festival Theatre Limited,The charity operates the Great barn. This structure is the 3rd largest medieval barn in Europe. It's structure is largely intact. ThecCharity have installed a 175 seat theatre inside the barn and have renovated the barn in order to hold wedding ceremonies and receptions there. It is used also as an educational facility as well as hosting the annual Titchfield Shakespeare Festival,568131.0,South East,Winchester,www.titchfieldfestivaltheatre.com,0,[109],['Arts/culture/heritage/science']
optimis,Uk And Ireland Neuroendocrine Tumour Society,"To promote professional and public awareness of NET throughout the UK and Ireland with the aim of optimising patient care and outcomes. This will be achieved through research, education, communications and patient and professional advocacy, working with other professional bodies, charities, patient groups and governments.",104339.0,South West,South Gloucestershire,www.ukinets.org,0,"[102, 103]","['Education/training', 'The advancement of health or saving of lives']"
audiovisu,Chalke Valley History Trust,"The Chalke Valley History Trust has been established by the founders of the Chalke Valley History Festival to promote the understanding and enjoyment of history. The Trust intends to carry out its objects by making grants to the Chalke Valley History Festival, the Chalke Valley Schools History Festival, audio-visual education programmes, school history trips, and other history related projects.",863637.0,South West,Wiltshire,www.chalkevalleyhistorytrust.org.uk,0,"[102, 109]","['Education/training', 'Arts/culture/heritage/science']"
acceler,Teach For All Network,"As a member of the Teach for All Inc group, Teach for All Network seeks to expand education opportunity around the world by increasing and accelerating the impact of social enterprises that are cultivating the leadership necessary for change.",496682.0,,,,0,[102],['Education/training']
social enterpris,Teach For All Network,"As a member of the Teach for All Inc group, Teach for All Network seeks to expand education opportunity around the world by increasing and accelerating the impact of social enterprises that are cultivating the leadership necessary for change.",496682.0,,,,0,[102],['Education/training']
instal,Gssc Limited,Provision of educational courses providing training on the safe installation and operation of automatic gates and barriers.,118483.0,South East,Dover,gate-safe.co.uk,0,[102],['Education/training']
electron,Global Khatme Nubuwwat Movement,"The objectives of the charity are to proliferate and advance education and awareness of Islam any where deemed required in the world, this will through the provision of financial aid and materials, including but not limited to, books, furniture, stationary, clothing and electronic hardware/software and also through the construction of schools, colleges, universities and training centers.",106955.0,North West,Pendle,,0,[102],['Education/training']
dynam,Fuel Productions Ltd,Fuel produces fresh work for adventurous people by inspiring artists. We believe that enjoying and benefiting from art should be a part of everyday life. We create dynamic live theatre performance with artists who are pioneering and collaborative. We work hard to reach and have meaningful impact on a large and diverse audience across the UK and internationally.,465348.0,London,Westminster,http://www.fueltheatre.com,0,"[109, 102]","['Arts/culture/heritage/science', 'Education/training']"
platform,Eci Schools,"Nurture Members' involvement with professional development. ECI Schools held 5 events attended by 3000 attendees from over 80 countries. It has continued the offering of its programmes in cross-cultural education. It offered student awards for International Understanding, delivered one of 2 existing research journals and grew the online platform of free online course content for students",1901184.0,London,Westminster,www.ecis.org,0,[102],['Education/training']
analysi,British Psychotherapy Foundation,"Professional Training In Psychoanalysis, Psychoanalytic Psychotherapy, Jungian Analysis And Child And Adolescent Psychoanalytic Psychotherapy.
Post Qualifying Courses And Academic Courses, Public Education And Cross-Disciplinary Links.
Clinical Services.
Scientific Life, Publications And Research.
Membership Services.",1098979.0,London,Brent,www.britishpsychotherapyfoundation.org.uk,0,"[102, 103]","['Education/training', 'The advancement of health or saving of lives']"
social enterpris,Princes Risborough Centre Ltd,"The Princes Risborough Centre Limited is a social enterprise run by the people of Princes Risborough for everybody who lives in the town and surrounding areas.  The Princes Centre's primary mission is to provide a local base day care centre that can also be for the community to use, enjoy and to foster good community relationships.",324089.0,South East,Wycombe,www.princescentre.org.uk,1,"[104, 102, 103]","['Disability', 'Education/training', 'The advancement of health or saving of lives']"
startup,Enterprise Foundation,"Providing enterprise support for start-up businesses thus enabling individuals to create employment, focussing on giving the disadvantaged an advantage.  Focus on providing low cost business accommodation for the most under-represented in our society. Provide small grants in the form of subsidised rent to new start-ups in our Enterprise Centres. Offer support and mentoring for a 3 year term.",801595.0,London,Lewisham,www.enterprisefoundation.net,1,"[105, 102, 113]","['The prevention or relief of poverty', 'Education/training', 'Economic/community development/employment']"
technolog,Dinwoodie Charitable Company,"Assisting the medical profession in enhancing opportunities for post graduate medical education primarily by additions and/or improvements to the buildings and provision of information technology equipment to post graduate medical centres.
Enabling post graduates to widen their knowledge through medical research",308883.0,North West,Cheshire East,,0,"[102, 103]","['Education/training', 'The advancement of health or saving of lives']"
technolog,Deafkidz International,"Our worldwide work is encompassed in four key themes:rights, learning & livelihoods, technology and wellbeing. Our programmes cross fertilise across these themes, making them unique, different and deaf child led. We work with the parents of deaf children;their brothers,sisters and extended families. We work with and support local partners; indigenous led agencies, schools or informal groups.",230800.0,West Midlands,Rugby,www.deafkidzinternational.org,1,"[104, 117, 115, 105, 103, 113]","['Disability', 'Other charitable purposes', 'Human rights/religious or racial harmony/equality or diversity', 'The prevention or relief of poverty', 'The advancement of health or saving of lives', 'Economic/community development/employment']"
internet,Standwithus Uk,"Dispelling misinformation about Middle East conflict. Through brochures, speakers, conferences, missions to Israel, and Internet, we strive to ensure that an accurate story is told on university campuses and in communities, the media, libraries, & churches.  
Educating young people about Middle East conflict & training them to deal with challenges and discrimination on campus and in high schools",263770.0,London,Barnet,www.standwithus.co.uk,1,"[102, 115, 117]","['Education/training', 'Human rights/religious or racial harmony/equality or diversity', 'Other charitable purposes']"
analysi,The Conversation Trust (Uk) Limited,Publisher of an online news analysis and commentary website where all articles are written by academics for a general non-academic audience. Around 100 articles per week are published and all are available for republishing free of charge under a Creative Commons licence.,1218631.0,South West,"Bristol, City of",http://www.theconversation.com/uk,0,"[109, 102]","['Arts/culture/heritage/science', 'Education/training']"
internet,Pumping Marvellous Foundation,"a)In partnership with a range of health agencies to create patient-driven initiatives. b)Advocacy services at a local, regional and national level via regional volunteers c)Lobbying MPs about the increasing cost of heart failure to the health economy d)Using coaching and support of patients to promote, self-care/education/intervention e)Providing information via a website on the Internet",211877.0,North West,Preston,www.pumpingmarvellous.org,0,[103],['The advancement of health or saving of lives']
dynam,Key4Life Cio,"The charity works with ex-offenders, their families and those at risk of receiving a custodial sentence and their families, by means of a dynamic rehabilitation programme and early intervention",495351.0,South West,Mendip,www.key4life.org.uk,1,"[105, 113, 102]","['The prevention or relief of poverty', 'Economic/community development/employment', 'Education/training']"
social media,United Kingdom Punjab Heritage Association,"UKPHA works to promote awareness and learning in the field of Punjabi heritage, which we achieve this through a variety of activities including exhibitions, documentaries, articles, social media, talks and lectures and workshops.",147491.0,London,Enfield,www.ukpha.org,0,[109],['Arts/culture/heritage/science']
grantmak,Marr-Munning Trust,The Marr-Munning Trust is an independent grantmaking trust which aims to reduce the impact of poverty and disadvantage in countries outside the UK,743103.0,London,Ealing,www.marrmunningtrust.org.uk,1,"[106, 102, 113, 105]","['Overseas aid/famine relief', 'Education/training', 'Economic/community development/employment', 'The prevention or relief of poverty']"
startup,Up Europe,"UP Europe facilitates the running of Startup weekend events, an experiential program that brings together up to 120 participants over the course of a weekend to experience firsthand the creation of a startup company. During a Startup Weekend participants pitch ideas for companies and work in teams to develop ideas. Mentors, coaches, trained facilitators support the teams throughout the weekend.",906732.0,London,Islington,,0,[102],['Education/training']
platform,Towards Zero Foundation,The Towards Zero Foundation (TZF) is a charitable organisation working internationally to encourage a world free from road fatalities. It supports the UN Decade of Action for Road Safety (2011-2020) and serves as an open platform for the exchange of best practices in effective strategies for road injury prevention and the promotion of sustainable mobility.,494619.0,South East,Ashford,www.towardszerofoundation.org,0,"[103, 112]","['The advancement of health or saving of lives', 'Environment/conservation/heritage']"
grantmak,The Childhood Trust,"The Childhood Trust supports vulnerable children living in poverty in London, by grant-making to community charity partners. Poverty affects life opportunities for thousands of children across London. We work as a grant-giving charity supporting grass roots groups which have proven success in alleviating child poverty via practical, emotional and aspirational themed projects. Match funding mainly.",624989.0,London,Kensington and Chelsea,www.childhoodtrust.org.uk,1,[105],['The prevention or relief of poverty']
digit,Corsham Institute Limited,"We want a thriving UK society where people have the confidence and ability to adapt and learn in a changing world.
We research and facilitate life-long learning to help people be resilient and adaptable with critical thinking and problem-solving skills for a changing world. We want a fair society where people can be safe and organisations provide trusted services in an ethical digital ecosystem.",890884.0,South West,Wiltshire,corshaminstitute.org,0,"[113, 102]","['Economic/community development/employment', 'Education/training']"
app,Plan Zheroes-The Zero Food Waste Heroes,"Plan Zheroes has a simple mission to ensure no good food will go to waste and no one will live in food poverty.  We act as a broker between local business and charities.  We have developed an app incorporating a map which makes it simple to match surplus food available from businesses to charities.  Our team of volunteers helps to create, maintain and develop the relationships between the two.",157342.0,London,Merton,www.planzheroes.org,1,[105],['The prevention or relief of poverty']
map,Plan Zheroes-The Zero Food Waste Heroes,"Plan Zheroes has a simple mission to ensure no good food will go to waste and no one will live in food poverty.  We act as a broker between local business and charities.  We have developed an app incorporating a map which makes it simple to match surplus food available from businesses to charities.  Our team of volunteers helps to create, maintain and develop the relationships between the two.",157342.0,London,Merton,www.planzheroes.org,1,[105],['The prevention or relief of poverty']
analysi,Association Of Chairs,"We:
?	Provide support and challenge and foster peer networking among Chairs;
?	Create,disseminate knowledge through research, analysis and exchange;
?	Assure standards, generating self-regulation,offer professional development;
?	Give voice to Chairs,champion their role and contribution to the effectiveness of their boards and organisations.",206535.0,London,City of London,www.associationofchairs.org.uk,0,[102],['Education/training']
platform,Peckham Platform Ltd,"Peckham Platform Maintains An Art Gallery For The Exhibition To The Public Of Contemporary Visual Artwork Made In Partnership With Young People, Artists And Local Communities Located In The Heart Of Peckham Town Centre On Peckham Square, London Se15.
The Gallery'S Free Public Programme Of Events Is Dedicated To The Promotion And Encouragement Of The Education Of The Public In The Arts.",157917.0,London,Southwark,www.peckhamplatform.com,0,"[109, 113, 102, 116]","['Arts/culture/heritage/science', 'Economic/community development/employment', 'Education/training', 'Recreation']"
devic,Gmdn Agency,"To preserve and protect health and to relieve sickness for the public benefit by developing and maintaining the Global Medical Device Nomenclature, a system of internationally agreed descriptors used to identify medical device products which will meet a global need for identification purposes.",1359451.0,South East,Vale of White Horse,https://www.gmdnagency.org,0,[103],['The advancement of health or saving of lives']
diagnost,The Pathological Society Of Great Britain And Ireland,"The charity's mission is to promote any activity that furthers the understanding of disease. Such an understanding is both a direct and indirect benefit for patients.  The Society encompasses a broad church ranging from those engaged in diagnostic pathology through to basic scientists, and its remit encompasses educational as well as research activities.",1213001.0,London,City of London,http://www.pathsoc.org/,0,[102],['Education/training']
startup,The Oldham Enterprise Trust,"The objective of the Trust is the relief of unemployment in Oldham for the public benefit. 
The Trust is designed to boost the Borough's next generation of entrepreneurs by giving local people a 'hand up' to help them get start-up businesses and self-employment ventures up and running and helping the Oldham economy grow.",251789.0,North West,Oldham,,0,[117],['Other charitable purposes']
ventur,The Oldham Enterprise Trust,"The objective of the Trust is the relief of unemployment in Oldham for the public benefit. 
The Trust is designed to boost the Borough's next generation of entrepreneurs by giving local people a 'hand up' to help them get start-up businesses and self-employment ventures up and running and helping the Oldham economy grow.",251789.0,North West,Oldham,,0,[117],['Other charitable purposes']
ventur,Safer Living Foundation,"The Safer Living Foundation (SLF) is a joint venture between HMP Whatton, Nottingham Trent University, National Probation Service (East Midlands), Nottinghamshire Police and Circles UK representatives. The charity adopts a multi-agency approach with a strong research component, focused on reducing sexual (re)offending through rehabilitative initiatives.",153588.0,East Midlands,Nottingham,www.saferlivingfoundation.org,1,"[115, 103, 107, 104, 102, 113]","['Human rights/religious or racial harmony/equality or diversity', 'The advancement of health or saving of lives', 'Accommodation/housing', 'Disability', 'Education/training', 'Economic/community development/employment']"
social enterpris,Leeds Benevolent Society For Single Ladies,"To help elderly single ladies in need, to include but not limited to:
regular payments in cash or benefits in kind; grants in cases of extreme necessity; funding social activities to alleviate loneliness and isolation;funding female geriatric health research; funding other social enterprises whose objects relate to health & safety and relief of sickness and disability of elderly ladies.",149890.0,Yorkshire and The Humber,Leeds,,1,"[105, 103]","['The prevention or relief of poverty', 'The advancement of health or saving of lives']"
app,Eyewitness,"A mobile camera app, designed to document and report information on human rights abuses, was finalised and launched.   Field testing of the beta version of the app was completed.  The feedback was compiled and incorporated into the final production version of the app.  The app was released to the public in June 2015.  eyeWitness has now been developing support among target users of the app.",507696.0,London,City of London,eyewitnessproject.org,1,[115],['Human rights/religious or racial harmony/equality or diversity']
camera,Eyewitness,"A mobile camera app, designed to document and report information on human rights abuses, was finalised and launched.   Field testing of the beta version of the app was completed.  The feedback was compiled and incorporated into the final production version of the app.  The app was released to the public in June 2015.  eyeWitness has now been developing support among target users of the app.",507696.0,London,City of London,eyewitnessproject.org,1,[115],['Human rights/religious or racial harmony/equality or diversity']
technolog,Endeavour Health Charity Trust,To preserve and protect the health and support and improve the healthcare of patients suffering from mental or physical illness of any description by designing and providing and assisting in the design and provission orf healthcare information technology which directly involves patients and their families as users.,118186.0,Yorkshire and The Humber,Ryedale,www.endeavourhealth.org,0,[103],['The advancement of health or saving of lives']
cic,John Taylor Hospice Charity,"Supports the work of John Taylor Hospice CIC. The Company's objects are for the public benefit: the advancement of health, care and support for people living with a potentially life limiting illness who are, or who have been, patients of the hospice including the provision of support and advice to their family and friends and such other charitable activities as the Directors shall think fit.",547273.0,West Midlands,Birmingham,www.johntaylorhospice.org.uk,1,"[105, 103, 107, 115, 104]","['The prevention or relief of poverty', 'The advancement of health or saving of lives', 'Accommodation/housing', 'Human rights/religious or racial harmony/equality or diversity', 'Disability']"
ventur,Expert Impact,Expert Impact facilitates a 'Human Lending Library' through which entrepreneurs can 'borrow' successful entrepreneurs to help them solve their challenges and scale fast. Founders of ventures in our target sectors can apply for an hour-long session with one of our Experts. Our team then screens the applicants and matches them with the Expert we feel is best suited to advise them with their issue.,125000.0,South West,Cheltenham,expertimpact.com,0,"[117, 113, 102]","['Other charitable purposes', 'Economic/community development/employment', 'Education/training']"
instal,Sounduk Arts,"Sound UK Arts is a new music producer which commissions music projects that tour across the country and digital work accessible online. It seeks to bring high quality new music to a diverse audience - especially those underserved - and to deepen their access and understanding of it through workshops, talks, live performances, installations and digital projects.",200273.0,South West,"Bristol, City of",www.sounduk.net,0,[109],['Arts/culture/heritage/science']
social enterpris,Stanley Grange Community Association,Accommodation and social enterprise for adults with learning disabilities in the North West of England,407393.0,North West,South Ribble,www.stanleygrange.org.uk,1,"[107, 104, 116]","['Accommodation/housing', 'Disability', 'Recreation']"
analysi,The Giving Tree Foundation - Turning Autism Around,"To provide bursaries for means tested severely autistic children between 2 and 5 years old in Greater London and Birmingham for intensive Applied Behavioural Analysis (ABA) therapy through UK Youth Autism Project
To provide parent and family support groups in the above areas and to educated these on autism and ABA
To promote education and evidence based information sharing in relation to autism",112603.0,,,https://thegivingtreefoundation.co.uk,1,"[104, 103]","['Disability', 'The advancement of health or saving of lives']"
technolog,The Gravitylight Foundation,"The Relief Of Poverty And Protection Of The Environment Through:
1. Research And Development Of Safe, Clean And Low Cost Off-Grid Domestic Technology
2. Creating Scalable, Sustainable Benefit On Households Reliant On Kerosene Through Partnerships With Local Distribution Networks Via Future Trading Subsidiary
3. Contributing To Developing Economies Through Creating Local Assembly Operations",227825.0,London,Camden,www.gravitylight.org,1,"[105, 112]","['The prevention or relief of poverty', 'Environment/conservation/heritage']"
measur,Histiocytosis Uk,"(i) the promotion and furtherance of scientific research. (ii) the development of more accurate means of diagnosis, improved protocols for management of patients and ultimately measures for prevention of histiocytic diseases; (iii) the provision and dissemination of information, (iv) collaboration with interested individuals and organisations.",124621.0,East Midlands,South Holland,www.histiouk.org,0,[103],['The advancement of health or saving of lives']
platform,Derbyshire Mental Health Forum Cio,"Derbyshire Mental Health Forum provides a platform for voluntary agencies delivering mental health services to come together to discuss matters of common interest and to inform and influence strategic planning in mental health. It also directly supports agencies to improve practice and access funding, delivers training and promotes equalities across mental health services.",122863.0,East Midlands,Amber Valley,www.dmhf.org.uk,1,"[102, 115, 103]","['Education/training', 'Human rights/religious or racial harmony/equality or diversity', 'The advancement of health or saving of lives']"
hardwar,Onebillion Learners,"1. Developing educational software in maths, reading and English, in multiple languages for children.
2. Using independent evidence-based research and evaluation to develop interventions that work.
3. Setting up centres of excellence, to demonstrate best practice.
4. Working with partner organisations to scale up proven solutions, using appropriate hardware.",463358.0,London,Hammersmith and Fulham,https://onebillion.org,0,[102],['Education/training']
technolog,Association For Learning Technology,"ALT's mission is to ensure that the use of Learning Technology is effective and efficient, informed by research and practice, and grounded in an understanding of the underlying technologies, their capabilities and the situations into which they are placed. We pursue our mission by improving practice, promoting research and influencing policy.",462656.0,South East,Cherwell,https://www.alt.ac.uk/,0,[102],['Education/training']
instal,Ngorongoro Education Project Tanzania,"Sponsored Children Programme: enabling children to board at schools.
Ship Container conversions: providing educational equipment/furniture and then converted into a library/internet accommodation Playgrounds: installing playgrounds into schools
Food Programme: providing vital food for childrena and teachers
Teacher Training
School refurbishment
UK Volunteers to support above activities",151354.0,South East,East Hampshire,www.neptanzania.com,0,[102],['Education/training']
technolog,The Head And Neck Cancer Foundation,"We are a charitable organisation dedicated to saving lives through research. We are committed to giving patients simpler and minimally invasive approaches to cancer treatment, using the very latest, state of the art technology.",170315.0,South East,Test Valley,http://www.hncf.org.uk,0,"[102, 103]","['Education/training', 'The advancement of health or saving of lives']"
digit,Btb Education Limited,"Btb Education?S Core Activities Serve To Promote And Advance The Education Of 16-24 Years Olds In The Uk On Democracy, The Eligibility To Vote In The Uk, Voting And Elections Systems In The Uk And How Younger Citizens May Actively Participate In Democratic Life. Activities Include Education, Awareness Raising, Training And The Provision Of Services, Advocacy, Advice, Digital Tools And Information.",529593.0,London,Westminster,www.bitetheballot.co.uk,1,"[115, 102]","['Human rights/religious or racial harmony/equality or diversity', 'Education/training']"
directori,Age Concern Southend-On-Sea Cio,"Age Concern Southend-on-Sea provides a face-to-face friendship/befriending service, telephone befriending, transport for older people to medical appointments, clubs, shops etc., a handyman service, wheelchair hire and a hearing aid battery exchange. It also runs a weekly community club and fundraising events and issues a local services directory and newsletter.",156804.0,East of England,Southend-on-Sea,www.acsos.co.uk,1,"[105, 103]","['The prevention or relief of poverty', 'The advancement of health or saving of lives']"
data,Open Phacts Foundation,The advancement of science for the public benefit through the sharing of knowledge and data in relation to life science and biomedical research.,363966.0,East of England,South Cambridgeshire,www.openphactsfoundation.org,0,[103],['The advancement of health or saving of lives']
acceler,Masschallenge,"Masschallenge Supports And Educates Entreprenueurs By Running A No Strings Attached Accelerator Program And Prize Competition Which Provides Free Office Space, A Curriculum Of Events And Mentoring. Masschallenge Is Building A Growing Community Including Sponsors, Partners, Investors And Supporters That All Support Our Core Mission, To Help Entrepreneurs Win.",1036127.0,London,City of London,www.masschallenge.org,0,"[102, 113]","['Education/training', 'Economic/community development/employment']"
social enterpris,Hatch Enterprise,"We provide community-based entrepreneurship programmes to emerging entrepreneurs, through an eco-system of support that includes the provision of knowledge, mentorship and workspace. We help entrepreneurs develop the spirit needed to access meaningful self-employment opportunities including starting or growing a business or social enterprise.",283128.0,London,Lambeth,www.hatchenterprise.org,1,"[105, 113]","['The prevention or relief of poverty', 'Economic/community development/employment']"
